,"(deg F) Min Temperature (gridMET) at Lands, 2006-12-01 to 2021-09-30"
"2012-10-31",41.6503
"2012-11-01",44.6139
"2012-11-02",38.6334
"2012-11-03",42.6916
"2012-11-04",46.3678
"2012-11-05",49.8826
"2012-11-06",55.4061
"2012-11-07",51.1122
"2012-11-08",38.1421
"2012-11-09",31.2258
"2012-11-10",29.5835
"2012-11-11",29.2692
"2012-11-12",32.0112
"2012-11-13",36.8141
"2012-11-14",42.1961
"2012-11-15",43.045
"2012-11-16",40.5055
"2012-11-17",42.8281
"2012-11-18",37.2821
"2012-11-19",35.3451
"2012-11-20",39.1512
"2012-11-21",41.6757
"2012-11-22",35.132
"2012-11-23",38.5678
"2012-11-24",43.2
"2012-11-25",39.2565
"2012-11-26",39.2101
"2012-11-27",35.2272
"2012-11-28",41.2452
"2012-11-29",41.232
"2012-11-30",44.431
"2012-12-01",44.3311
"2012-12-02",44.2789
"2012-12-03",38.199
"2012-12-04",45.0039
"2012-12-05",44.0294
"2012-12-06",41.799
"2012-12-07",36.1589
"2012-12-08",36.1933
"2012-12-09",34.7617
"2012-12-10",37.5872
"2012-12-11",39.6207
"2012-12-12",34.1242
"2012-12-13",28.4365
"2012-12-14",27.4804
"2012-12-15",27.3108
"2012-12-16",34.075
"2012-12-17",40.9138
"2012-12-18",30.3854
"2012-12-19",23.5587
"2012-12-20",26.9065
"2012-12-21",31.8198
"2012-12-22",35.9573
"2012-12-23",32.6934
"2012-12-24",34.1857
"2012-12-25",32.8041
"2012-12-26",33.0197
"2012-12-27",29.1063
"2012-12-28",26.9778
"2012-12-29",30.6543
"2012-12-30",28.7647
"2012-12-31",26.6344
"2013-01-01",27.0716
"2013-01-02",27.8989
"2013-01-03",31.8724
"2013-01-04",34.0842
"2013-01-05",30.8269
"2013-01-06",33.6843
"2013-01-07",27.2154
"2013-01-08",32.9616
"2013-01-09",38.8762
"2013-01-10",27.0606
"2013-01-11",25.065
"2013-01-12",23.6163
"2013-01-13",19.7229
"2013-01-14",20.2102
"2013-01-15",22.6265
"2013-01-16",27.3013
"2013-01-17",35.4778
"2013-01-18",37.4121
"2013-01-19",36.3177
"2013-01-20",36.0599
"2013-01-21",35.353
"2013-01-22",38.3509
"2013-01-23",43.7977
"2013-01-24",40.3245
"2013-01-25",42.926
"2013-01-26",38.1835
"2013-01-27",28.5339
"2013-01-28",28.4796
"2013-01-29",28.4409
"2013-01-30",33.5095
"2013-01-31",36.9313
"2013-02-01",39.0796
"2013-02-02",41.4727
"2013-02-03",41.3352
"2013-02-04",36.3852
"2013-02-05",38.4775
"2013-02-06",29.9719
"2013-02-07",28.0368
"2013-02-08",29.3484
"2013-02-09",26.5127
"2013-02-10",29.0431
"2013-02-11",29.2329
"2013-02-12",30.9882
"2013-02-13",33.7482
"2013-02-14",34.898
"2013-02-15",39.8928
"2013-02-16",41.3825
"2013-02-17",37.3899
"2013-02-18",32.8093
"2013-02-19",26.7391
"2013-02-20",27.0736
"2013-02-21",27.8238
"2013-02-22",31.4434
"2013-02-23",33.1709
"2013-02-24",27.8827
"2013-02-25",33.8837
"2013-02-26",31.3128
"2013-02-27",35.7195
"2013-02-28",37.9623
"2013-03-01",43.108
"2013-03-02",45.2745
"2013-03-03",42.4265
"2013-03-04",32.6359
"2013-03-05",31.9316
"2013-03-06",35.1192
"2013-03-07",33.3878
"2013-03-08",33.7978
"2013-03-09",29.5144
"2013-03-10",35.5064
"2013-03-11",40.9465
"2013-03-12",43.3492
"2013-03-13",46.1811
"2013-03-14",50.2212
"2013-03-15",44.6536
"2013-03-16",41.2369
"2013-03-17",40.7428
"2013-03-18",41.1654
"2013-03-19",44.5087
"2013-03-20",46.2711
"2013-03-21",38.0273
"2013-03-22",35.1757
"2013-03-23",34.2509
"2013-03-24",40.5651
"2013-03-25",44.4675
"2013-03-26",37.5827
"2013-03-27",41.1719
"2013-03-28",36.6481
"2013-03-29",43.9394
"2013-03-30",45.3259
"2013-03-31",39.0609
"2013-04-01",38.961
"2013-04-02",37.342
"2013-04-03",41.8849
"2013-04-04",42.1538
"2013-04-05",38.5988
"2013-04-06",37.8864
"2013-04-07",38.5977
"2013-04-08",36.9824
"2013-04-09",36.0986
"2013-04-10",41.0286
"2013-04-11",46.9081
"2013-04-12",41.9461
"2013-04-13",42.075
"2013-04-14",39.6531
"2013-04-15",33.834
"2013-04-16",30.5728
"2013-04-17",35.1331
"2013-04-18",35.9742
"2013-04-19",45.4761
"2013-04-20",45.725
"2013-04-21",51.1576
"2013-04-22",55.346
"2013-04-23",50.1291
"2013-04-24",47.6555
"2013-04-25",42.6421
"2013-04-26",45.6769
"2013-04-27",47.5941
"2013-04-28",49.1945
"2013-04-29",56.323
"2013-04-30",49.5604
"2013-05-01",48.4606
"2013-05-02",52.0493
"2013-05-03",55.6878
"2013-05-04",53.4987
"2013-05-05",41.5495
"2013-05-06",41.1359
"2013-05-07",39.1014
"2013-05-08",40.8115
"2013-05-09",41.324
"2013-05-10",45.1038
"2013-05-11",53.8641
"2013-05-12",56.4485
"2013-05-13",58.4073
"2013-05-14",50.5906
"2013-05-15",46.539
"2013-05-16",45.2201
"2013-05-17",38.971
"2013-05-18",36.9036
"2013-05-19",43.3848
"2013-05-20",48.7866
"2013-05-21",51.741
"2013-05-22",37.3642
"2013-05-23",34.3081
"2013-05-24",37.8153
"2013-05-25",37.7002
"2013-05-26",42.1747
"2013-05-27",38.946
"2013-05-28",47.518
"2013-05-29",44.4094
"2013-05-30",41.1323
"2013-05-31",45.6696
"2013-06-01",53.83
"2013-06-02",57.9322
"2013-06-03",52.5328
"2013-06-04",49.8157
"2013-06-05",50.8273
"2013-06-06",55.629
"2013-06-07",58.2789
"2013-06-08",63.6548
"2013-06-09",51.3921
"2013-06-10",45.9631
"2013-06-11",48.1861
"2013-06-12",50.241
"2013-06-13",42.4224
"2013-06-14",47.9363
"2013-06-15",50.1715
"2013-06-16",49.3126
"2013-06-17",48.0402
"2013-06-18",42.541
"2013-06-19",38.2141
"2013-06-20",44.1415
"2013-06-21",46.3588
"2013-06-22",49.6162
"2013-06-23",49.6848
"2013-06-24",47.471
"2013-06-25",50.5875
"2013-06-26",51.2985
"2013-06-27",55.9731
"2013-06-28",59.3326
"2013-06-29",62.5354
"2013-06-30",63.6816
"2013-07-01",63.4642
"2013-07-02",65.8882
"2013-07-03",61.6399
"2013-07-04",64.6387
"2013-07-05",57.5672
"2013-07-06",47.3727
"2013-07-07",48.3967
"2013-07-08",51.0609
"2013-07-09",53.9971
"2013-07-10",60.6828
"2013-07-11",58.5363
"2013-07-12",51.3129
"2013-07-13",52.2687
"2013-07-14",59.5342
"2013-07-15",53.848
"2013-07-16",44.7733
"2013-07-17",49.2035
"2013-07-18",55.1966
"2013-07-19",55.7256
"2013-07-20",60.3793
"2013-07-21",59.2623
"2013-07-22",58.7592
"2013-07-23",57.1534
"2013-07-24",58.6989
"2013-07-25",62.4263
"2013-07-26",57.2596
"2013-07-27",60.8418
"2013-07-28",59.7528
"2013-07-29",50.322
"2013-07-30",50.3699
"2013-07-31",53.5798
"2013-08-01",51.2618
"2013-08-02",51.2299
"2013-08-03",52.2073
"2013-08-04",49.5358
"2013-08-05",52.1899
"2013-08-06",48.6835
"2013-08-07",41.9954
"2013-08-08",41.9619
"2013-08-09",41.5621
"2013-08-10",43.0614
"2013-08-11",47.2467
"2013-08-12",50.8872
"2013-08-13",53.2969
"2013-08-14",52.284
"2013-08-15",55.0722
"2013-08-16",57.5332
"2013-08-17",56.0674
"2013-08-18",59.6383
"2013-08-19",64.2999
"2013-08-20",54.4762
"2013-08-21",51.7402
"2013-08-22",45.4503
"2013-08-23",47.4058
"2013-08-24",50.0981
"2013-08-25",51.082
"2013-08-26",47.2183
"2013-08-27",49.4924
"2013-08-28",49.5613
"2013-08-29",48.3994
"2013-08-30",51.595
"2013-08-31",59.2164
"2013-09-01",55.7328
"2013-09-02",53.6702
"2013-09-03",50.166
"2013-09-04",48.0067
"2013-09-05",45.7029
"2013-09-06",46.3248
"2013-09-07",58.7939
"2013-09-08",58.3912
"2013-09-09",61.295
"2013-09-10",58.1103
"2013-09-11",48.772
"2013-09-12",53.7413
"2013-09-13",53.9442
"2013-09-14",58.0343
"2013-09-15",53.6959
"2013-09-16",49.7199
"2013-09-17",46.6232
"2013-09-18",43.8521
"2013-09-19",48.8296
"2013-09-20",54.6472
"2013-09-21",44.1901
"2013-09-22",37.5768
"2013-09-23",42.955
"2013-09-24",48.6192
"2013-09-25",40.5824
"2013-09-26",37.0873
"2013-09-27",39.9232
"2013-09-28",43.2667
"2013-09-29",44.789
"2013-09-30",45.0226
"2013-10-01",43.3022
"2013-10-02",42.3421
"2013-10-03",40.0237
"2013-10-04",40.3993
"2013-10-05",45.2601
"2013-10-06",46.3617
"2013-10-07",51.9386
"2013-10-08",43.6446
"2013-10-09",37.0485
"2013-10-10",38.9743
"2013-10-11",39.861
"2013-10-12",39.4072
"2013-10-13",36.7999
"2013-10-14",39.3355
"2013-10-15",43.857
"2013-10-16",44.2071
"2013-10-17",48.25
"2013-10-18",44.4126
"2013-10-19",47.8679
"2013-10-20",50.2723
"2013-10-21",48.0837
"2013-10-22",47.2663
"2013-10-23",51.0782
"2013-10-24",47.44
"2013-10-25",47.1398
"2013-10-26",48.8208
"2013-10-27",42.8432
"2013-10-28",32.549
"2013-10-29",31.1295
"2013-10-30",31.9404
"2013-10-31",37.4131
"2013-11-01",41.238
"2013-11-02",47.2833
"2013-11-03",40.174
"2013-11-04",34.7373
"2013-11-05",36.2491
"2013-11-06",40.8137
"2013-11-07",46.0503
"2013-11-08",45.1866
"2013-11-09",43.0232
"2013-11-10",40.5538
"2013-11-11",42.661
"2013-11-12",48.6487
"2013-11-13",44.7622
"2013-11-14",45.1134
"2013-11-15",35.5361
"2013-11-16",32.6541
"2013-11-17",33.4305
"2013-11-18",35.2971
"2013-11-19",36.8775
"2013-11-20",45.1283
"2013-11-21",36.6557
"2013-11-22",34.9533
"2013-11-23",35.3937
"2013-11-24",34.2118
"2013-11-25",33.5538
"2013-11-26",37.3926
"2013-11-27",39.2558
"2013-11-28",39.3856
"2013-11-29",43.9381
"2013-11-30",41.7483
"2013-12-01",38.7912
"2013-12-02",44.2868
"2013-12-03",34.0756
"2013-12-04",22.4928
"2013-12-05",22.3624
"2013-12-06",19.4058
"2013-12-07",27.7556
"2013-12-08",22.662
"2013-12-09",17.9724
"2013-12-10",24.2634
"2013-12-11",29.7934
"2013-12-12",30.3206
"2013-12-13",29.0687
"2013-12-14",29.0541
"2013-12-15",36.3828
"2013-12-16",42.067
"2013-12-17",46.2468
"2013-12-18",44.8444
"2013-12-19",31.629
"2013-12-20",25.9623
"2013-12-21",32.4288
"2013-12-22",34.7148
"2013-12-23",34.1098
"2013-12-24",37.112
"2013-12-25",36.1888
"2013-12-26",38.5536
"2013-12-27",39.5352
"2013-12-28",39.6414
"2013-12-29",33.3088
"2013-12-30",37.2956
"2013-12-31",37.2956
"2014-01-01",37.67
"2014-01-02",39.1716
"2014-01-03",39.9866
"2014-01-04",38.1166
"2014-01-05",36.5304
"2014-01-06",38.2786
"2014-01-07",37.0985
"2014-01-08",33.6146
"2014-01-09",41.1654
"2014-01-10",39.0079
"2014-01-11",36.352
"2014-01-12",35.0663
"2014-01-13",32.3337
"2014-01-14",36.5121
"2014-01-15",38.3373
"2014-01-16",42.6333
"2014-01-17",41.5782
"2014-01-18",40.9554
"2014-01-19",39.4686
"2014-01-20",38.7952
"2014-01-21",38.8503
"2014-01-22",39.5343
"2014-01-23",38.1088
"2014-01-24",43.7902
"2014-01-25",43.3663
"2014-01-26",38.6546
"2014-01-27",36.6409
"2014-01-28",45.8407
"2014-01-29",48.7416
"2014-01-30",39.9135
"2014-01-31",31.662
"2014-02-01",30.3678
"2014-02-02",31.397
"2014-02-03",30.0409
"2014-02-04",28.5741
"2014-02-05",27.9532
"2014-02-06",37.8423
"2014-02-07",41.1096
"2014-02-08",44.7622
"2014-02-09",44.7708
"2014-02-10",41.8039
"2014-02-11",39.3494
"2014-02-12",38.7324
"2014-02-13",41.6712
"2014-02-14",41.0841
"2014-02-15",41.6687
"2014-02-16",39.1793
"2014-02-17",36.559
"2014-02-18",35.6738
"2014-02-19",39.7751
"2014-02-20",40.2825
"2014-02-21",39.5224
"2014-02-22",37.4409
"2014-02-23",38.3529
"2014-02-24",40.0667
"2014-02-25",38.6591
"2014-02-26",44.4517
"2014-02-27",41.3726
"2014-02-28",44.7406
"2014-03-01",45.1627
"2014-03-02",44.4778
"2014-03-03",43.7347
"2014-03-04",45.1036
"2014-03-05",45.1099
"2014-03-06",44.3142
"2014-03-07",39.6486
"2014-03-08",40.395
"2014-03-09",46.254
"2014-03-10",46.2542
"2014-03-11",38.4937
"2014-03-12",39.3426
"2014-03-13",39.5798
"2014-03-14",38.3682
"2014-03-15",42.0906
"2014-03-16",41.3631
"2014-03-17",39.1339
"2014-03-18",36.3918
"2014-03-19",39.76
"2014-03-20",40.8871
"2014-03-21",37.4731
"2014-03-22",35.4339
"2014-03-23",36.7477
"2014-03-24",40.9712
"2014-03-25",39.8046
"2014-03-26",39.646
"2014-03-27",37.8784
"2014-03-28",37.7155
"2014-03-29",39.7926
"2014-03-30",35.7919
"2014-03-31",33.3923
"2014-04-01",35.0038
"2014-04-02",34.9882
"2014-04-03",35.5012
"2014-04-04",39.3606
"2014-04-05",39.3724
"2014-04-06",38.5552
"2014-04-07",47.2586
"2014-04-08",47.3679
"2014-04-09",45.1006
"2014-04-10",47.3011
"2014-04-11",43.4143
"2014-04-12",43.2165
"2014-04-13",43.9336
"2014-04-14",43.2644
"2014-04-15",43.5276
"2014-04-16",42.7255
"2014-04-17",47.0356
"2014-04-18",42.8706
"2014-04-19",41.0538
"2014-04-20",43.1564
"2014-04-21",43.9196
"2014-04-22",40.2341
"2014-04-23",40.1671
"2014-04-24",45.313
"2014-04-25",40.2409
"2014-04-26",38.3686
"2014-04-27",39.2679
"2014-04-28",42.3028
"2014-04-29",44.9847
"2014-04-30",49.7584
"2014-05-01",53.7159
"2014-05-02",51.7215
"2014-05-03",46.6734
"2014-05-04",45.136
"2014-05-05",43.0124
"2014-05-06",38.6598
"2014-05-07",41.4511
"2014-05-08",42.595
"2014-05-09",42.6472
"2014-05-10",41.6916
"2014-05-11",43.4194
"2014-05-12",43.695
"2014-05-13",49.7331
"2014-05-14",54.6656
"2014-05-15",57.5839
"2014-05-16",48.5857
"2014-05-17",45.9356
"2014-05-18",41.25
"2014-05-19",38.955
"2014-05-20",43.6528
"2014-05-21",43.372
"2014-05-22",44.7633
"2014-05-23",47.6407
"2014-05-24",47.2026
"2014-05-25",49.703
"2014-05-26",48.5523
"2014-05-27",49.503
"2014-05-28",45.8429
"2014-05-29",45.1731
"2014-05-30",40.7543
"2014-05-31",41.1748
"2014-06-01",44.1527
"2014-06-02",44.2164
"2014-06-03",45.381
"2014-06-04",45.748
"2014-06-05",48.326
"2014-06-06",45.9833
"2014-06-07",48.2029
"2014-06-08",55.4828
"2014-06-09",52.7049
"2014-06-10",49.4125
"2014-06-11",50.3541
"2014-06-12",47.1088
"2014-06-13",44.0424
"2014-06-14",47.7372
"2014-06-15",43.5679
"2014-06-16",40.9483
"2014-06-17",39.6144
"2014-06-18",46.5172
"2014-06-19",49.6548
"2014-06-20",50.6403
"2014-06-21",47.8198
"2014-06-22",44.2459
"2014-06-23",45.1564
"2014-06-24",50.1868
"2014-06-25",48.1075
"2014-06-26",52.5819
"2014-06-27",49.9687
"2014-06-28",52.8132
"2014-06-29",52.8321
"2014-06-30",54.9021
"2014-07-01",51.4096
"2014-07-02",50.1967
"2014-07-03",49.4154
"2014-07-04",55.3829
"2014-07-05",55.9008
"2014-07-06",60.4288
"2014-07-07",55.3032
"2014-07-08",51.1066
"2014-07-09",50.9797
"2014-07-10",49.402
"2014-07-11",51.7586
"2014-07-12",51.3739
"2014-07-13",54.0536
"2014-07-14",62.1903
"2014-07-15",56.4267
"2014-07-16",54.0457
"2014-07-17",52.3593
"2014-07-18",53.1048
"2014-07-19",52.9515
"2014-07-20",55.7672
"2014-07-21",54.7144
"2014-07-22",53.0029
"2014-07-23",53.0485
"2014-07-24",56.5606
"2014-07-25",60.7046
"2014-07-26",61.7612
"2014-07-27",61.0909
"2014-07-28",61.1184
"2014-07-29",61.1717
"2014-07-30",62.0614
"2014-07-31",57.9492
"2014-08-01",61.4541
"2014-08-02",54.8316
"2014-08-03",52.3994
"2014-08-04",51.4024
"2014-08-05",51.3212
"2014-08-06",55.2076
"2014-08-07",51.8023
"2014-08-08",50.8019
"2014-08-09",48.3163
"2014-08-10",49.357
"2014-08-11",49.8272
"2014-08-12",50.9277
"2014-08-13",49.6584
"2014-08-14",51.6328
"2014-08-15",50.9626
"2014-08-16",50.2284
"2014-08-17",52.0417
"2014-08-18",50.212
"2014-08-19",50.171
"2014-08-20",49.8605
"2014-08-21",50.7051
"2014-08-22",52.3542
"2014-08-23",49.9078
"2014-08-24",48.8959
"2014-08-25",46.9389
"2014-08-26",45.3988
"2014-08-27",52.2547
"2014-08-28",51.6756
"2014-08-29",53.3624
"2014-08-30",60.1498
"2014-08-31",56.619
"2014-09-01",54.9073
"2014-09-02",51.8929
"2014-09-03",50.9209
"2014-09-04",49.1734
"2014-09-05",49.4825
"2014-09-06",50.0391
"2014-09-07",50.6899
"2014-09-08",46.555
"2014-09-09",45.0558
"2014-09-10",56.0518
"2014-09-11",59.2252
"2014-09-12",58.8043
"2014-09-13",56.9892
"2014-09-14",55.2051
"2014-09-15",54.1339
"2014-09-16",51.8142
"2014-09-17",54.331
"2014-09-18",52.3832
"2014-09-19",53.7343
"2014-09-20",52.8168
"2014-09-21",53.4438
"2014-09-22",52.2433
"2014-09-23",50.9587
"2014-09-24",51.571
"2014-09-25",50.2106
"2014-09-26",49.8591
"2014-09-27",46.4034
"2014-09-28",45.8051
"2014-09-29",49.0453
"2014-09-30",49.8164
"2014-10-01",51.6375
"2014-10-02",53.8178
"2014-10-03",56.9599
"2014-10-04",59.4667
"2014-10-05",59.9329
"2014-10-06",58.7935
"2014-10-07",57.4018
"2014-10-08",58.2301
"2014-10-09",53.4364
"2014-10-10",49.4791
"2014-10-11",50.8597
"2014-10-12",55.5233
"2014-10-13",54.0828
"2014-10-14",48.2338
"2014-10-15",50.3407
"2014-10-16",47.4888
"2014-10-17",45.9502
"2014-10-18",48.5287
"2014-10-19",47.9768
"2014-10-20",46.8646
"2014-10-21",45.3765
"2014-10-22",45.574
"2014-10-23",47.8645
"2014-10-24",48.1235
"2014-10-25",48.2333
"2014-10-26",45.1053
"2014-10-27",42.8103
"2014-10-28",43.0021
"2014-10-29",49.0919
"2014-10-30",51.1086
"2014-10-31",47.6065
"2014-11-01",41.2588
"2014-11-02",38.9768
"2014-11-03",38.4931
"2014-11-04",40.3768
"2014-11-05",45.3216
"2014-11-06",49.1983
"2014-11-07",48.8142
"2014-11-08",49.1751
"2014-11-09",50.3132
"2014-11-10",46.319
"2014-11-11",48.8856
"2014-11-12",48.0632
"2014-11-13",50.7126
"2014-11-14",47.6659
"2014-11-15",44.3687
"2014-11-16",41.2756
"2014-11-17",39.5753
"2014-11-18",44.3529
"2014-11-19",47.0511
"2014-11-20",44.6014
"2014-11-21",43.4721
"2014-11-22",43.5015
"2014-11-23",40.651
"2014-11-24",38.5873
"2014-11-25",40.5617
"2014-11-26",45.0423
"2014-11-27",44.454
"2014-11-28",37.8703
"2014-11-29",38.0455
"2014-11-30",48.5757
"2014-12-01",48.6561
"2014-12-02",48.9045
"2014-12-03",52.5115
"2014-12-04",52.2066
"2014-12-05",51.642
"2014-12-06",45.6582
"2014-12-07",43.7097
"2014-12-08",42.2809
"2014-12-09",43.8334
"2014-12-10",43.8514
"2014-12-11",42.8412
"2014-12-12",37.1773
"2014-12-13",35.7022
"2014-12-14",36.7246
"2014-12-15",44.1199
"2014-12-16",40.5442
"2014-12-17",38.9883
"2014-12-18",42.3405
"2014-12-19",42.7795
"2014-12-20",47.1146
"2014-12-21",48.306
"2014-12-22",49.8101
"2014-12-23",41.2653
"2014-12-24",38.6505
"2014-12-25",35.4814
"2014-12-26",27.9743
"2014-12-27",28.3473
"2014-12-28",31.8344
"2014-12-29",33.2224
"2014-12-30",31.9611
"2014-12-31",21.7409
"2015-01-01",21.4527
"2015-01-02",22.7613
"2015-01-03",25.4293
"2015-01-04",29.4577
"2015-01-05",35.1468
"2015-01-06",39.7485
"2015-01-07",40.8434
"2015-01-08",40.7604
"2015-01-09",40.8742
"2015-01-10",40.5176
"2015-01-11",36.936
"2015-01-12",35.6306
"2015-01-13",33.031
"2015-01-14",32.8487
"2015-01-15",33.1241
"2015-01-16",35.8183
"2015-01-17",39.2725
"2015-01-18",40.3938
"2015-01-19",37.9045
"2015-01-20",32.3481
"2015-01-21",29.9887
"2015-01-22",32.396
"2015-01-23",34.1649
"2015-01-24",36.6984
"2015-01-25",38.408
"2015-01-26",39.8131
"2015-01-27",38.5054
"2015-01-28",36.6573
"2015-01-29",37.8266
"2015-01-30",35.1358
"2015-01-31",36.7088
"2015-02-01",37.1786
"2015-02-02",39.2198
"2015-02-03",42.6069
"2015-02-04",40.3185
"2015-02-05",40.1108
"2015-02-06",49.8668
"2015-02-07",52.2036
"2015-02-08",47.1157
"2015-02-09",43.0515
"2015-02-10",37.2063
"2015-02-11",38.6485
"2015-02-12",43.4149
"2015-02-13",44.8844
"2015-02-14",44.7271
"2015-02-15",43.7634
"2015-02-16",41.8291
"2015-02-17",39.4147
"2015-02-18",43.2316
"2015-02-19",41.4334
"2015-02-20",39.612
"2015-02-21",37.3696
"2015-02-22",33.6625
"2015-02-23",31.5109
"2015-02-24",31.4343
"2015-02-25",31.991
"2015-02-26",37.4223
"2015-02-27",41.0173
"2015-02-28",36.8595
"2015-03-01",35.2711
"2015-03-02",33.3835
"2015-03-03",32.3051
"2015-03-04",34.5555
"2015-03-05",36.811
"2015-03-06",37.1118
"2015-03-07",38.4505
"2015-03-08",40.6648
"2015-03-09",41.6287
"2015-03-10",43.8292
"2015-03-11",46.3896
"2015-03-12",41.7751
"2015-03-13",44.7269
"2015-03-14",50.997
"2015-03-15",46.6702
"2015-03-16",45.3031
"2015-03-17",42.7838
"2015-03-18",38.8909
"2015-03-19",42.4542
"2015-03-20",42.7852
"2015-03-21",40.7415
"2015-03-22",40.1542
"2015-03-23",41.2993
"2015-03-24",42.5946
"2015-03-25",44.6394
"2015-03-26",45.5583
"2015-03-27",46.1115
"2015-03-28",44.8117
"2015-03-29",44.6814
"2015-03-30",44.6684
"2015-03-31",43.0448
"2015-04-01",39.2502
"2015-04-02",36.8857
"2015-04-03",36.3922
"2015-04-04",36.1292
"2015-04-05",33.1513
"2015-04-06",31.6011
"2015-04-07",38.7824
"2015-04-08",36.6699
"2015-04-09",35.5068
"2015-04-10",37.9648
"2015-04-11",40.6411
"2015-04-12",42.0107
"2015-04-13",42.03
"2015-04-14",40.4875
"2015-04-15",38.7072
"2015-04-16",40.9647
"2015-04-17",43.3094
"2015-04-18",44.0076
"2015-04-19",42.0795
"2015-04-20",40.8729
"2015-04-21",45.0507
"2015-04-22",42.8581
"2015-04-23",41.3357
"2015-04-24",45.0091
"2015-04-25",41.3058
"2015-04-26",40.4134
"2015-04-27",44.9514
"2015-04-28",47.268
"2015-04-29",46.9218
"2015-04-30",50.8527
"2015-05-01",48.0155
"2015-05-02",41.8082
"2015-05-03",40.0707
"2015-05-04",40.6576
"2015-05-05",39.3048
"2015-05-06",38.0462
"2015-05-07",38.5853
"2015-05-08",41.0522
"2015-05-09",43.9828
"2015-05-10",43.6449
"2015-05-11",41.1393
"2015-05-12",38.1535
"2015-05-13",36.7813
"2015-05-14",43.4874
"2015-05-15",42.1257
"2015-05-16",41.5791
"2015-05-17",46.483
"2015-05-18",45.7155
"2015-05-19",44.7613
"2015-05-20",44.7222
"2015-05-21",45.7218
"2015-05-22",46.9981
"2015-05-23",42.5705
"2015-05-24",43.9081
"2015-05-25",47.4505
"2015-05-26",44.6747
"2015-05-27",44.2755
"2015-05-28",45.4743
"2015-05-29",46.0983
"2015-05-30",47.3891
"2015-05-31",43.8804
"2015-06-01",42.5161
"2015-06-02",47.1855
"2015-06-03",43.9882
"2015-06-04",44.8824
"2015-06-05",46.7728
"2015-06-06",48.3795
"2015-06-07",51.7321
"2015-06-08",60.9687
"2015-06-09",59.5434
"2015-06-10",56.2204
"2015-06-11",55.3973
"2015-06-12",58.2611
"2015-06-13",48.0702
"2015-06-14",44.7517
"2015-06-15",44.2827
"2015-06-16",45.9844
"2015-06-17",51.0526
"2015-06-18",51.6709
"2015-06-19",52.5
"2015-06-20",51.8988
"2015-06-21",49.4296
"2015-06-22",48.1145
"2015-06-23",49.2739
"2015-06-24",49.4029
"2015-06-25",55.7793
"2015-06-26",52.7666
"2015-06-27",52.7841
"2015-06-28",53.6329
"2015-06-29",54.0959
"2015-06-30",65.5066
"2015-07-01",64.5699
"2015-07-02",58.9685
"2015-07-03",56.3596
"2015-07-04",53.8165
"2015-07-05",53.3158
"2015-07-06",53.8468
"2015-07-07",52.7977
"2015-07-08",50.6826
"2015-07-09",52.9108
"2015-07-10",52.9945
"2015-07-11",51.9858
"2015-07-12",53.9443
"2015-07-13",55.4614
"2015-07-14",51.0309
"2015-07-15",50.4147
"2015-07-16",50.1048
"2015-07-17",52.2477
"2015-07-18",51.3045
"2015-07-19",60.5311
"2015-07-20",61.4242
"2015-07-21",55.1408
"2015-07-22",50.5378
"2015-07-23",49.2276
"2015-07-24",50.7209
"2015-07-25",52.5994
"2015-07-26",49.1853
"2015-07-27",50.5715
"2015-07-28",56.7106
"2015-07-29",59.6655
"2015-07-30",58.2813
"2015-07-31",57.7362
"2015-08-01",54.9624
"2015-08-02",54.2739
"2015-08-03",52.0045
"2015-08-04",49.4881
"2015-08-05",50.4561
"2015-08-06",54.9126
"2015-08-07",51.1612
"2015-08-08",50.0162
"2015-08-09",51.0224
"2015-08-10",53.8363
"2015-08-11",52.1573
"2015-08-12",50.7288
"2015-08-13",51.6924
"2015-08-14",56.3239
"2015-08-15",57.5213
"2015-08-16",65.8695
"2015-08-17",54.6757
"2015-08-18",52.2671
"2015-08-19",52.4453
"2015-08-20",49.6603
"2015-08-21",49.249
"2015-08-22",49.8985
"2015-08-23",52.7607
"2015-08-24",54.0365
"2015-08-25",56.2719
"2015-08-26",59.6521
"2015-08-27",61.9473
"2015-08-28",59.7711
"2015-08-29",55.8774
"2015-08-30",53.497
"2015-08-31",50.3848
"2015-09-01",49.6805
"2015-09-02",47.6571
"2015-09-03",46.4934
"2015-09-04",42.2357
"2015-09-05",41.0542
"2015-09-06",50.7515
"2015-09-07",53.634
"2015-09-08",58.4155
"2015-09-09",63.9685
"2015-09-10",67.3716
"2015-09-11",60.8814
"2015-09-12",59.2831
"2015-09-13",54.5214
"2015-09-14",52.9554
"2015-09-15",42.7363
"2015-09-16",41.5715
"2015-09-17",47.0464
"2015-09-18",47.827
"2015-09-19",51.6515
"2015-09-20",59.8951
"2015-09-21",56.2789
"2015-09-22",48.7362
"2015-09-23",47.6616
"2015-09-24",55.3599
"2015-09-25",60.3837
"2015-09-26",59.3762
"2015-09-27",57.6934
"2015-09-28",53.4929
"2015-09-29",53.1856
"2015-09-30",56.8315
"2015-10-01",54.9619
"2015-10-02",51.2442
"2015-10-03",48.2302
"2015-10-04",44.6126
"2015-10-05",48.1284
"2015-10-06",48.3742
"2015-10-07",51.5827
"2015-10-08",60.2766
"2015-10-09",58.8348
"2015-10-10",56.142
"2015-10-11",55.4999
"2015-10-12",59.394
"2015-10-13",61.0885
"2015-10-14",60.3406
"2015-10-15",59.0554
"2015-10-16",54.7601
