,"(deg F) Mean Temperature (gridMET) at Lands, 2006-12-01 to 2021-09-30"
"2012-10-28",66.2394
"2012-10-29",66.8437
"2012-10-30",64.3633
"2012-10-31",57.9963
"2012-11-01",56.9763
"2012-11-02",55.5089
"2012-11-03",60.2238
"2012-11-04",65.2426
"2012-11-05",70.7164
"2012-11-06",73.452
"2012-11-07",67.6701
"2012-11-08",50.3931
"2012-11-09",43.1841
"2012-11-10",43.8719
"2012-11-11",44.2224
"2012-11-12",49.2879
"2012-11-13",55.548
"2012-11-14",57.8462
"2012-11-15",57.0376
"2012-11-16",50.1678
"2012-11-17",53.0222
"2012-11-18",50.9862
"2012-11-19",51.1489
"2012-11-20",53.4898
"2012-11-21",55.164
"2012-11-22",50.4698
"2012-11-23",58.7998
"2012-11-24",61.0021
"2012-11-25",57.2266
"2012-11-26",56.1045
"2012-11-27",49.9566
"2012-11-28",49.1844
"2012-11-29",53.5629
"2012-11-30",52.1794
"2012-12-01",53.67
"2012-12-02",52.4845
"2012-12-03",51.3041
"2012-12-04",57.2227
"2012-12-05",53.731
"2012-12-06",53.1207
"2012-12-07",52.1415
"2012-12-08",51.426
"2012-12-09",50.819
"2012-12-10",54.2957
"2012-12-11",54.1924
"2012-12-12",44.2674
"2012-12-13",41.1485
"2012-12-14",39.9918
"2012-12-15",39.783
"2012-12-16",45.7759
"2012-12-17",50.308
"2012-12-18",41.787
"2012-12-19",36.9318
"2012-12-20",42.6614
"2012-12-21",45.6161
"2012-12-22",43.8165
"2012-12-23",43.1157
"2012-12-24",45.8199
"2012-12-25",44.7454
"2012-12-26",40.3354
"2012-12-27",40.5747
"2012-12-28",38.1666
"2012-12-29",41.1669
"2012-12-30",40.5176
"2012-12-31",39.4518
"2013-01-01",39.4518
"2013-01-02",43.5396
"2013-01-03",46.3831
"2013-01-04",47.6526
"2013-01-05",44.386
"2013-01-06",41.3913
"2013-01-07",41.6091
"2013-01-08",47.9921
"2013-01-09",50.8158
"2013-01-10",38.0705
"2013-01-11",37.0472
"2013-01-12",35.9173
"2013-01-13",33.5255
"2013-01-14",33.8293
"2013-01-15",37.5316
"2013-01-16",44.8331
"2013-01-17",54.1872
"2013-01-18",54.5545
"2013-01-19",53.4537
"2013-01-20",53.0578
"2013-01-21",52.8397
"2013-01-22",55.6858
"2013-01-23",56.6812
"2013-01-24",49.1576
"2013-01-25",52.3589
"2013-01-26",49.7343
"2013-01-27",40.8193
"2013-01-28",41.7785
"2013-01-29",43.4215
"2013-01-30",49.6312
"2013-01-31",53.7157
"2013-02-01",56.5833
"2013-02-02",56.5797
"2013-02-03",54.4208
"2013-02-04",52.9003
"2013-02-05",50.8152
"2013-02-06",45.3157
"2013-02-07",42.0843
"2013-02-08",39.7458
"2013-02-09",40.741
"2013-02-10",42.6015
"2013-02-11",43.6687
"2013-02-12",45.9196
"2013-02-13",48.3876
"2013-02-14",51.5865
"2013-02-15",57.8293
"2013-02-16",57.675
"2013-02-17",52.7108
"2013-02-18",46.5917
"2013-02-19",38.3938
"2013-02-20",41.4543
"2013-02-21",42.429
"2013-02-22",46.8124
"2013-02-23",46.288
"2013-02-24",43.6194
"2013-02-25",49.4463
"2013-02-26",47.6157
"2013-02-27",52.0601
"2013-02-28",54.7124
"2013-03-01",59.2682
"2013-03-02",62.0533
"2013-03-03",52.4638
"2013-03-04",49.5815
"2013-03-05",47.8004
"2013-03-06",45.6849
"2013-03-07",46.2387
"2013-03-08",45.0934
"2013-03-09",45.9219
"2013-03-10",52.261
"2013-03-11",56.9586
"2013-03-12",60.6126
"2013-03-13",64.6579
"2013-03-14",66.2522
"2013-03-15",61.2802
"2013-03-16",58.4506
"2013-03-17",56.7667
"2013-03-18",57.6491
"2013-03-19",58.7341
"2013-03-20",57.3278
"2013-03-21",52.147
"2013-03-22",52.5
"2013-03-23",52.8422
"2013-03-24",57.6523
"2013-03-25",60.0138
"2013-03-26",54.0061
"2013-03-27",55.5784
"2013-03-28",53.5172
"2013-03-29",60.2557
"2013-03-30",58.5295
"2013-03-31",52.5335
"2013-04-01",52.4649
"2013-04-02",54.3301
"2013-04-03",59.9958
"2013-04-04",54.4253
"2013-04-05",53.9928
"2013-04-06",54.1287
"2013-04-07",54.5292
"2013-04-08",48.8007
"2013-04-09",52.556
"2013-04-10",60.9366
"2013-04-11",59.7454
"2013-04-12",60.0975
"2013-04-13",59.5875
"2013-04-14",56.5416
"2013-04-15",48.8667
"2013-04-16",47.635
"2013-04-17",49.7286
"2013-04-18",54.261
"2013-04-19",62.8207
"2013-04-20",64.4405
"2013-04-21",68.7578
"2013-04-22",71.6034
"2013-04-23",66.7864
"2013-04-24",64.0477
"2013-04-25",61.3175
"2013-04-26",64.8187
"2013-04-27",67.2679
"2013-04-28",69.6709
"2013-04-29",73.461
"2013-04-30",65.9359
"2013-05-01",66.7535
"2013-05-02",71.0962
"2013-05-03",73.139
"2013-05-04",71.0636
"2013-05-05",56.2905
"2013-05-06",54.6161
"2013-05-07",53.9022
"2013-05-08",56.1295
"2013-05-09",59.7382
"2013-05-10",64.2798
"2013-05-11",73.9947
"2013-05-12",75.4131
"2013-05-13",75.771
"2013-05-14",68.6134
"2013-05-15",64.8576
"2013-05-16",60.9627
"2013-05-17",56.0853
"2013-05-18",58.0453
"2013-05-19",63.0045
"2013-05-20",68.5533
"2013-05-21",67.0906
"2013-05-22",53.0901
"2013-05-23",52.5466
"2013-05-24",57.5956
"2013-05-25",57.4711
"2013-05-26",58.7489
"2013-05-27",56.4213
"2013-05-28",61.2288
"2013-05-29",60.4049
"2013-05-30",62.3469
"2013-05-31",67.064
"2013-06-01",75.1291
"2013-06-02",76.3234
"2013-06-03",69.8216
"2013-06-04",70.0129
"2013-06-05",71.5586
"2013-06-06",75.4561
"2013-06-07",79.817
"2013-06-08",84.5245
"2013-06-09",71.2134
"2013-06-10",62.8963
"2013-06-11",68.6579
"2013-06-12",69.9094
"2013-06-13",63.1593
"2013-06-14",67.9307
"2013-06-15",69.2487
"2013-06-16",69.0305
"2013-06-17",67.7208
"2013-06-18",59.0308
"2013-06-19",58.0105
"2013-06-20",63.8515
"2013-06-21",65.8657
"2013-06-22",70.0579
"2013-06-23",64.3635
"2013-06-24",60.1626
"2013-06-25",64.578
"2013-06-26",70.3485
"2013-06-27",76.5621
"2013-06-28",80.5028
"2013-06-29",83.8238
"2013-06-30",84.0409
"2013-07-01",82.8684
"2013-07-02",84.276
"2013-07-03",82.1284
"2013-07-04",84.5776
"2013-07-05",76.0339
"2013-07-06",68.8363
"2013-07-07",70.8978
"2013-07-08",71.5701
"2013-07-09",75.0576
"2013-07-10",79.077
"2013-07-11",75.4788
"2013-07-12",71.2612
"2013-07-13",72.8947
"2013-07-14",77.4869
"2013-07-15",71.7004
"2013-07-16",65.9215
"2013-07-17",70.6332
"2013-07-18",74.6661
"2013-07-19",77.1705
"2013-07-20",80.7314
"2013-07-21",79.9131
"2013-07-22",75.4806
"2013-07-23",75.8667
"2013-07-24",77.8408
"2013-07-25",80.3124
"2013-07-26",78.6837
"2013-07-27",78.7825
"2013-07-28",77.6575
"2013-07-29",70.1411
"2013-07-30",70.732
"2013-07-31",72.8197
"2013-08-01",69.2672
"2013-08-02",70.8048
"2013-08-03",71.3757
"2013-08-04",69.9798
"2013-08-05",70.7362
"2013-08-06",68.6804
"2013-08-07",61.8879
"2013-08-08",60.3225
"2013-08-09",60.6994
"2013-08-10",62.3304
"2013-08-11",66.6396
"2013-08-12",69.7755
"2013-08-13",73.4563
"2013-08-14",73.1892
"2013-08-15",75.4831
"2013-08-16",75.6822
"2013-08-17",73.9555
"2013-08-18",78.1255
"2013-08-19",79.9497
"2013-08-20",73.6452
"2013-08-21",70.2041
"2013-08-22",67.4362
"2013-08-23",67.933
"2013-08-24",67.9744
"2013-08-25",67.6749
"2013-08-26",66.186
"2013-08-27",70.0984
"2013-08-28",68.5526
"2013-08-29",68.632
"2013-08-30",73.0157
"2013-08-31",75.7546
"2013-09-01",73.5971
"2013-09-02",71.4263
"2013-09-03",68.3397
"2013-09-04",67.399
"2013-09-05",65.2037
"2013-09-06",69.0629
"2013-09-07",77.0243
"2013-09-08",77.3164
"2013-09-09",80.2189
"2013-09-10",75.7389
"2013-09-11",69.7471
"2013-09-12",72.9457
"2013-09-13",73.3395
"2013-09-14",76.7206
"2013-09-15",71.4411
"2013-09-16",69.0888
"2013-09-17",62.0778
"2013-09-18",63.1263
"2013-09-19",69.5817
"2013-09-20",69.0593
"2013-09-21",58.0278
"2013-09-22",55.0389
"2013-09-23",63.1567
"2013-09-24",65.2766
"2013-09-25",54.901
"2013-09-26",54.2887
"2013-09-27",57.6489
"2013-09-28",62.7717
"2013-09-29",62.9456
"2013-09-30",62.2089
"2013-10-01",60.2168
"2013-10-02",60.7714
"2013-10-03",58.231
"2013-10-04",61.4493
"2013-10-05",64.9204
"2013-10-06",66.6912
"2013-10-07",68.5416
"2013-10-08",61.5461
"2013-10-09",51.2757
"2013-10-10",56.7572
"2013-10-11",58.2676
"2013-10-12",58.4379
"2013-10-13",54.1789
"2013-10-14",58.7017
"2013-10-15",62.2107
"2013-10-16",62.7139
"2013-10-17",65.3234
"2013-10-18",64.4974
"2013-10-19",67.4389
"2013-10-20",67.4703
"2013-10-21",66.4822
"2013-10-22",66.762
"2013-10-23",68.3866
"2013-10-24",65.088
"2013-10-25",65.0532
"2013-10-26",66.5137
"2013-10-27",60.0325
"2013-10-28",46.3415
"2013-10-29",47.3824
"2013-10-30",48.8878
"2013-10-31",54.9196
"2013-11-01",61.6975
"2013-11-02",63.725
"2013-11-03",55.6538
"2013-11-04",50.7015
"2013-11-05",53.5183
"2013-11-06",59.5114
"2013-11-07",62.4535
"2013-11-08",62.6416
"2013-11-09",59.3787
"2013-11-10",58.1254
"2013-11-11",61.6428
"2013-11-12",63.9685
"2013-11-13",62.6058
"2013-11-14",62.1793
"2013-11-15",49.8348
"2013-11-16",48.5937
"2013-11-17",49.7588
"2013-11-18",50.9074
"2013-11-19",50.1775
"2013-11-20",55.281
"2013-11-21",47.0935
"2013-11-22",49.6591
"2013-11-23",50.3568
"2013-11-24",48.9007
"2013-11-25",50.0796
"2013-11-26",54.104
"2013-11-27",55.3177
"2013-11-28",54.07
"2013-11-29",58.041
"2013-11-30",56.8708
"2013-12-01",55.8491
"2013-12-02",59.5773
"2013-12-03",44.5588
"2013-12-04",36.716
"2013-12-05",36.4928
"2013-12-06",34.9581
"2013-12-07",38.1409
"2013-12-08",34.4208
"2013-12-09",35.1664
"2013-12-10",41.677
"2013-12-11",46.542
"2013-12-12",46.9747
"2013-12-13",45.1047
"2013-12-14",48.5105
"2013-12-15",54.5473
"2013-12-16",61.2248
"2013-12-17",63.0939
"2013-12-18",58.737
"2013-12-19",44.82
"2013-12-20",40.5914
"2013-12-21",47.7388
"2013-12-22",49.186
"2013-12-23",51.499
"2013-12-24",54.181
"2013-12-25",55.132
"2013-12-26",56.7221
"2013-12-27",57.4855
"2013-12-28",53.7861
"2013-12-29",51.9816
"2013-12-30",54.1569
"2013-12-31",54.1569
"2014-01-01",57.085
"2014-01-02",59.2457
"2014-01-03",58.0053
"2014-01-04",58.5536
"2014-01-05",56.4602
"2014-01-06",56.6172
"2014-01-07",53.9791
"2014-01-08",49.4865
"2014-01-09",50.5636
"2014-01-10",54.4424
"2014-01-11",53.3201
"2014-01-12",47.494
"2014-01-13",53.4907
"2014-01-14",59.4455
"2014-01-15",62.0973
"2014-01-16",63.8958
"2014-01-17",63.3504
"2014-01-18",62.7345
"2014-01-19",61.2932
"2014-01-20",60.0049
"2014-01-21",60.1452
"2014-01-22",58.9501
"2014-01-23",57.0533
"2014-01-24",58.2352
"2014-01-25",62.7746
"2014-01-26",57.1543
"2014-01-27",54.9855
"2014-01-28",59.3499
"2014-01-29",58.6186
"2014-01-30",50.8887
"2014-01-31",45.8238
"2014-02-01",45.8182
"2014-02-02",39.985
"2014-02-03",44.3385
"2014-02-04",43.0738
"2014-02-05",44.4616
"2014-02-06",45.3823
"2014-02-07",47.2815
"2014-02-08",53.0263
"2014-02-09",54.3565
"2014-02-10",52.0682
"2014-02-11",53.0058
"2014-02-12",56.8656
"2014-02-13",60.4776
"2014-02-14",57.6154
"2014-02-15",55.2812
"2014-02-16",56.1097
"2014-02-17",51.7836
"2014-02-18",51.8783
"2014-02-19",53.4382
"2014-02-20",55.0852
"2014-02-21",57.2054
"2014-02-22",56.9331
"2014-02-23",59.2785
"2014-02-24",60.7059
"2014-02-25",56.7405
"2014-02-26",50.2572
"2014-02-27",52.4768
"2014-02-28",49.6782
"2014-03-01",51.6351
"2014-03-02",50.7618
"2014-03-03",55.5507
"2014-03-04",58.2757
"2014-03-05",59.6611
"2014-03-06",57.1928
"2014-03-07",55.1493
"2014-03-08",60.1435
"2014-03-09",61.3416
"2014-03-10",58.1061
"2014-03-11",57.436
"2014-03-12",56.0874
"2014-03-13",58.0158
"2014-03-14",59.065
"2014-03-15",62.548
"2014-03-16",65.8251
"2014-03-17",53.9969
"2014-03-18",56.496
"2014-03-19",60.0226
"2014-03-20",60.4533
"2014-03-21",56.5266
"2014-03-22",52.5029
"2014-03-23",57.2522
"2014-03-24",63.0864
"2014-03-25",56.5905
"2014-03-26",50.7135
"2014-03-27",50.7843
"2014-03-28",56.2091
"2014-03-29",55.2427
"2014-03-30",50.3757
"2014-03-31",45.518
"2014-04-01",45.8994
"2014-04-02",48.1244
"2014-04-03",50.6493
"2014-04-04",50.0468
"2014-04-05",53.3188
"2014-04-06",57.3444
"2014-04-07",66.4372
"2014-04-08",67.352
"2014-04-09",66.0171
"2014-04-10",66.8028
"2014-04-11",62.6866
"2014-04-12",59.3542
"2014-04-13",61.9282
"2014-04-14",64.5618
"2014-04-15",64.2351
"2014-04-16",64.8927
"2014-04-17",62.7042
"2014-04-18",58.1594
"2014-04-19",59.2252
"2014-04-20",64.3987
"2014-04-21",64.2578
"2014-04-22",52.8636
"2014-04-23",55.0033
"2014-04-24",61.9538
"2014-04-25",49.5151
"2014-04-26",51.3394
"2014-04-27",54.4883
"2014-04-28",58.0401
"2014-04-29",67.2624
"2014-04-30",70.6843
"2014-05-01",72.7995
"2014-05-02",71.5676
"2014-05-03",65.3448
"2014-05-04",60.1045
"2014-05-05",55.6812
"2014-05-06",51.157
"2014-05-07",53.4709
"2014-05-08",56.5542
"2014-05-09",58.273
"2014-05-10",54.4348
"2014-05-11",59.5744
"2014-05-12",65.2249
"2014-05-13",71.6983
"2014-05-14",75.8644
"2014-05-15",77.7214
"2014-05-16",71.5176
"2014-05-17",64.4331
"2014-05-18",58.6915
"2014-05-19",55.1023
"2014-05-20",55.8685
"2014-05-21",60.7125
"2014-05-22",63.1602
"2014-05-23",67.3974
"2014-05-24",66.3665
"2014-05-25",72.2289
"2014-05-26",70.3377
"2014-05-27",69.2206
"2014-05-28",63.6834
"2014-05-29",65.4343
"2014-05-30",62.8281
"2014-05-31",63.3679
"2014-06-01",66.9835
"2014-06-02",62.4994
"2014-06-03",65.5
"2014-06-04",68.3839
"2014-06-05",69.8067
"2014-06-06",69.1493
"2014-06-07",71.0283
"2014-06-08",78.0415
"2014-06-09",75.9918
"2014-06-10",71.562
"2014-06-11",68.6273
"2014-06-12",65.2996
"2014-06-13",64.5012
"2014-06-14",68.6962
"2014-06-15",61.0929
"2014-06-16",57.4912
"2014-06-17",58.9771
"2014-06-18",67.3293
"2014-06-19",70.9612
"2014-06-20",71.3138
"2014-06-21",68.7925
"2014-06-22",66.8554
"2014-06-23",67.7201
"2014-06-24",68.9459
"2014-06-25",66.8412
"2014-06-26",66.6739
"2014-06-27",68.7578
"2014-06-28",71.2726
"2014-06-29",75.6682
"2014-06-30",78.962
"2014-07-01",74.3221
"2014-07-02",72.0624
"2014-07-03",72.7401
"2014-07-04",77.4586
"2014-07-05",77.8689
"2014-07-06",80.6972
"2014-07-07",79.0048
"2014-07-08",74.4523
"2014-07-09",73.1284
"2014-07-10",69.6187
"2014-07-11",70.2802
"2014-07-12",73.4803
"2014-07-13",76.811
"2014-07-14",75.2252
"2014-07-15",75.6349
"2014-07-16",71.096
"2014-07-17",70.7918
"2014-07-18",71.4106
"2014-07-19",72.0651
"2014-07-20",74.3162
"2014-07-21",71.6693
"2014-07-22",71.0364
"2014-07-23",72.0579
"2014-07-24",77.1998
"2014-07-25",80.7012
"2014-07-26",81.7308
"2014-07-27",81.8742
"2014-07-28",78.5169
"2014-07-29",80.587
"2014-07-30",83.0802
"2014-07-31",78.9557
"2014-08-01",81.9568
"2014-08-02",76.7379
"2014-08-03",69.7312
"2014-08-04",71.062
"2014-08-05",70.2453
"2014-08-06",71.9766
"2014-08-07",72.5274
"2014-08-08",73.7487
"2014-08-09",70.6492
"2014-08-10",69.6695
"2014-08-11",71.3786
"2014-08-12",70.4367
"2014-08-13",69.2794
"2014-08-14",70.781
"2014-08-15",71.9407
"2014-08-16",72.5511
"2014-08-17",74.1366
"2014-08-18",70.6321
"2014-08-19",65.6569
"2014-08-20",67.7898
"2014-08-21",71.2157
"2014-08-22",71.1054
"2014-08-23",68.6665
"2014-08-24",67.4697
"2014-08-25",63.3054
"2014-08-26",66.6358
"2014-08-27",71.5033
"2014-08-28",72.0289
"2014-08-29",74.2876
"2014-08-30",77.3152
"2014-08-31",73.7269
"2014-09-01",76.4389
"2014-09-02",73.0416
"2014-09-03",70.0178
"2014-09-04",69.5095
"2014-09-05",68.9518
"2014-09-06",71.1394
"2014-09-07",72.3634
"2014-09-08",67.6427
"2014-09-09",67.9656
"2014-09-10",77.0009
"2014-09-11",79.5081
"2014-09-12",80.1261
"2014-09-13",78.7183
"2014-09-14",76.8416
"2014-09-15",75.096
"2014-09-16",74.0266
"2014-09-17",73.1597
"2014-09-18",68.0389
"2014-09-19",69.5608
"2014-09-20",70.2135
"2014-09-21",69.069
"2014-09-22",70.9914
"2014-09-23",70.9124
"2014-09-24",69.688
"2014-09-25",60.724
"2014-09-26",61.0747
"2014-09-27",60.8175
"2014-09-28",60.7248
"2014-09-29",64.0155
"2014-09-30",65.9466
"2014-10-01",69.453
"2014-10-02",73.6284
"2014-10-03",77.1368
"2014-10-04",79.5398
"2014-10-05",80.6398
"2014-10-06",79.4127
"2014-10-07",76.4393
"2014-10-08",74.9071
"2014-10-09",72.1492
"2014-10-10",68.7848
"2014-10-11",70.8166
"2014-10-12",72.1328
"2014-10-13",73.0949
"2014-10-14",62.0029
"2014-10-15",62.3604
"2014-10-16",62.2992
"2014-10-17",60.1327
"2014-10-18",64.2826
"2014-10-19",65.8778
"2014-10-20",61.9495
"2014-10-21",59.104
"2014-10-22",62.4664
"2014-10-23",64.4063
"2014-10-24",65.4888
"2014-10-25",58.0939
"2014-10-26",55.7969
"2014-10-27",56.8238
"2014-10-28",61.0459
"2014-10-29",67.9179
"2014-10-30",66.6765
"2014-10-31",57.5285
"2014-11-01",50.4711
"2014-11-02",51.5604
"2014-11-03",54.4435
"2014-11-04",57.7859
"2014-11-05",64.2009
"2014-11-06",67.5793
"2014-11-07",66.0886
"2014-11-08",67.651
"2014-11-09",68.0774
"2014-11-10",62.6077
"2014-11-11",57.6286
"2014-11-12",58.593
"2014-11-13",59.0511
"2014-11-14",58.4746
"2014-11-15",54.532
"2014-11-16",54.1832
"2014-11-17",55.9056
"2014-11-18",58.9789
"2014-11-19",56.1207
"2014-11-20",51.4
"2014-11-21",53.7003
"2014-11-22",53.1498
"2014-11-23",53.5383
"2014-11-24",53.6434
"2014-11-25",58.874
"2014-11-26",63.9763
"2014-11-27",64.0517
"2014-11-28",58.087
"2014-11-29",54.2014
"2014-11-30",54.09
"2014-12-01",55.9537
"2014-12-02",54.3371
"2014-12-03",57.1327
"2014-12-04",59.3047
"2014-12-05",56.3256
"2014-12-06",56.4337
"2014-12-07",55.1597
"2014-12-08",57.2668
"2014-12-09",56.0052
"2014-12-10",55.3114
"2014-12-11",51.4162
"2014-12-12",44.8961
"2014-12-13",46.9479
"2014-12-14",47.1092
"2014-12-15",48.1386
"2014-12-16",50.5157
"2014-12-17",47.1475
"2014-12-18",51.3808
"2014-12-19",49.3115
"2014-12-20",53.9785
"2014-12-21",55.9063
"2014-12-22",58.0411
"2014-12-23",57.864
"2014-12-24",50.7578
"2014-12-25",44.5993
"2014-12-26",40.8679
"2014-12-27",42.3039
"2014-12-28",46.1964
"2014-12-29",45.7178
"2014-12-30",40.7804
"2014-12-31",36.8755
"2015-01-01",36.7227
"2015-01-02",38.5972
"2015-01-03",41.9223
"2015-01-04",46.2871
"2015-01-05",52.392
"2015-01-06",58.2186
"2015-01-07",58.5689
"2015-01-08",55.3451
"2015-01-09",52.7653
"2015-01-10",53.6236
"2015-01-11",51.478
"2015-01-12",48.8251
"2015-01-13",47.9376
"2015-01-14",47.8537
"2015-01-15",49.6933
"2015-01-16",52.0567
"2015-01-17",54.3817
"2015-01-18",55.1831
"2015-01-19",50.5832
"2015-01-20",45.7488
"2015-01-21",44.5123
"2015-01-22",47.7684
"2015-01-23",50.5731
"2015-01-24",54.0972
"2015-01-25",57.8491
"2015-01-26",52.8568
"2015-01-27",49.6899
"2015-01-28",51.3079
"2015-01-29",53.7735
"2015-01-30",50.841
"2015-01-31",54.1861
"2015-02-01",55.0335
"2015-02-02",57.7996
"2015-02-03",59.7339
"2015-02-04",58.9158
"2015-02-05",54.9165
"2015-02-06",55.5053
"2015-02-07",58.0356
"2015-02-08",54.6588
"2015-02-09",54.9354
"2015-02-10",51.6214
"2015-02-11",54.6823
"2015-02-12",61.1823
"2015-02-13",62.658
"2015-02-14",62.1561
"2015-02-15",61.5807
"2015-02-16",59.8923
"2015-02-17",51.1322
"2015-02-18",56.5693
"2015-02-19",56.8236
"2015-02-20",57.2992
"2015-02-21",54.0473
"2015-02-22",46.7262
"2015-02-23",45.7977
"2015-02-24",48.2887
"2015-02-25",51.4326
"2015-02-26",53.4258
"2015-02-27",50.6822
"2015-02-28",44.3484
"2015-03-01",48.9981
"2015-03-02",45.6719
"2015-03-03",47.7811
"2015-03-04",51.6641
"2015-03-05",55.3548
"2015-03-06",57.3607
"2015-03-07",59.4192
"2015-03-08",59.2021
"2015-03-09",60.4355
"2015-03-10",60.4927
"2015-03-11",58.0604
"2015-03-12",58.3353
"2015-03-13",63.6829
"2015-03-14",68.6046
"2015-03-15",64.906
"2015-03-16",62.703
"2015-03-17",57.5114
"2015-03-18",56.9095
"2015-03-19",62.8878
"2015-03-20",61.5843
"2015-03-21",59.9167
"2015-03-22",55.4128
"2015-03-23",54.1906
"2015-03-24",54.8069
"2015-03-25",60.8472
"2015-03-26",66.6585
"2015-03-27",66.8503
"2015-03-28",64.9936
"2015-03-29",65.8909
"2015-03-30",65.6452
"2015-03-31",55.8273
"2015-04-01",53.1576
"2015-04-02",51.699
"2015-04-03",56.3036
"2015-04-04",53.935
"2015-04-05",47.9467
"2015-04-06",46.9672
"2015-04-07",48.5841
"2015-04-08",49.3272
"2015-04-09",52.4406
"2015-04-10",55.5184
"2015-04-11",56.4483
"2015-04-12",61.6773
"2015-04-13",59.994
"2015-04-14",52.3413
"2015-04-15",55.1748
"2015-04-16",60.7899
"2015-04-17",63.1276
"2015-04-18",64.2927
"2015-04-19",62.8439
"2015-04-20",58.95
"2015-04-21",56.3392
"2015-04-22",57.1948
"2015-04-23",55.3032
"2015-04-24",55.6525
"2015-04-25",51.7815
"2015-04-26",55.427
"2015-04-27",64.728
"2015-04-28",67.428
"2015-04-29",66.2745
"2015-04-30",70.5684
"2015-05-01",67.0717
"2015-05-02",61.9563
"2015-05-03",57.4417
"2015-05-04",57.6509
"2015-05-05",55.2846
"2015-05-06",53.2758
"2015-05-07",46.359
"2015-05-08",54.174
"2015-05-09",58.5327
"2015-05-10",61.8604
"2015-05-11",56.8474
"2015-05-12",52.574
"2015-05-13",52.0531
"2015-05-14",52.5049
"2015-05-15",53.9717
"2015-05-16",56.8591
"2015-05-17",55.6203
"2015-05-18",57.2322
"2015-05-19",58.1364
"2015-05-20",58.7422
"2015-05-21",57.3589
"2015-05-22",59.108
"2015-05-23",54.919
"2015-05-24",61.1906
"2015-05-25",63.4201
"2015-05-26",61.6849
"2015-05-27",63.2446
"2015-05-28",66.3838
"2015-05-29",67.8047
"2015-05-30",69.9996
"2015-05-31",64.2389
"2015-06-01",62.4587
"2015-06-02",64.2205
"2015-06-03",60.359
"2015-06-04",59.7173
"2015-06-05",64.1532
"2015-06-06",66.5697
"2015-06-07",72.2718
"2015-06-08",81.3421
"2015-06-09",68.5344
"2015-06-10",71.1678
"2015-06-11",72.3002
"2015-06-12",78.1383
"2015-06-13",72.5734
"2015-06-14",68.997
"2015-06-15",67.5486
"2015-06-16",69.8886
"2015-06-17",74.3268
"2015-06-18",72.3826
"2015-06-19",72.8667
"2015-06-20",74.7311
"2015-06-21",69.9571
"2015-06-22",69.7998
"2015-06-23",70.6089
"2015-06-24",70.6615
"2015-06-25",77.2909
"2015-06-26",75.3163
"2015-06-27",71.3914
"2015-06-28",73.0947
"2015-06-29",75.2382
"2015-06-30",84.5335
"2015-07-01",80.5937
"2015-07-02",76.5095
"2015-07-03",76.6846
"2015-07-04",74.5961
"2015-07-05",70.4856
"2015-07-06",70.1127
"2015-07-07",69.7671
"2015-07-08",66.6102
"2015-07-09",65.7858
"2015-07-10",66.8437
"2015-07-11",68.7231
"2015-07-12",70.3186
"2015-07-13",72.8911
"2015-07-14",68.8905
"2015-07-15",68.8935
"2015-07-16",70.7437
"2015-07-17",72.061
"2015-07-18",69.901
"2015-07-19",69.5761
"2015-07-20",75.4115
"2015-07-21",73.256
"2015-07-22",68.8125
"2015-07-23",67.3243
"2015-07-24",71.0764
"2015-07-25",71.5804
"2015-07-26",68.8188
"2015-07-27",71.6225
"2015-07-28",77.1571
"2015-07-29",80.069
"2015-07-30",78.3514
"2015-07-31",76.6789
"2015-08-01",74.8222
"2015-08-02",73.5174
"2015-08-03",70.1224
"2015-08-04",63.0385
"2015-08-05",68.1805
"2015-08-06",67.9154
"2015-08-07",67.7145
"2015-08-08",69.0361
"2015-08-09",71.0694
"2015-08-10",69.7215
"2015-08-11",70.1445
"2015-08-12",69.7023
"2015-08-13",71.5512
"2015-08-14",73.65
"2015-08-15",78.7372
"2015-08-16",85.4019
"2015-08-17",78.397
"2015-08-18",73.3451
"2015-08-19",73.2204
"2015-08-20",69.0478
"2015-08-21",69.0856
"2015-08-22",69.5788
"2015-08-23",71.6482
"2015-08-24",74.7068
"2015-08-25",77.2363
"2015-08-26",79.0912
"2015-08-27",81.2323
"2015-08-28",79.8647
"2015-08-29",73.9612
"2015-08-30",68.6572
"2015-08-31",70.2138
"2015-09-01",68.6172
"2015-09-02",64.9166
"2015-09-03",63.3943
"2015-09-04",59.5769
"2015-09-05",62.2956
"2015-09-06",70.1308
"2015-09-07",74.1641
"2015-09-08",78.8963
"2015-09-09",83.9581
"2015-09-10",85.7619
"2015-09-11",80.7192
"2015-09-12",73.6727
"2015-09-13",73.4652
"2015-09-14",65.2618
"2015-09-15",59.1211
"2015-09-16",59.2795
"2015-09-17",62.497
"2015-09-18",68.1112
"2015-09-19",73.5679
"2015-09-20",80.6437
"2015-09-21",78.4229
"2015-09-22",68.3721
"2015-09-23",69.8792
"2015-09-24",76.6974
"2015-09-25",78.6389
"2015-09-26",76.0471
"2015-09-27",72.0712
"2015-09-28",67.1176
"2015-09-29",64.3856
"2015-09-30",66.4839
"2015-10-01",65.5529
"2015-10-02",65.203
"2015-10-03",67.3648
"2015-10-04",59.5879
"2015-10-05",63.4615
"2015-10-06",64.7771
"2015-10-07",70.5425
"2015-10-08",77.0158
"2015-10-09",77.173
"2015-10-10",74.9241
"2015-10-11",74.1738
"2015-10-12",78.6004
"2015-10-13",78.6506
"2015-10-14",75.6221
